ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000120489.1	Gm17518
ENSMUSG00000039956.10	Mrap
ENSMUSG00000039929.15	Urb1
ENSMUSG00000039903.19	Eva1c
ENSMUSG00000116543.2	Gm36363
ENSMUSG00000083226.3	Gm7831
ENSMUSG00000116836.2	Gm49727
ENSMUSG00000022972.11	Cfap298
ENSMUSG00000116607.2	4930534H18Rik
ENSMUSG00000022973.19	Synj1
ENSMUSG00002076943.1	Gm54422
ENSMUSG00000085279.2	Gm15965
ENSMUSG00000087354.3	4930404I05Rik
ENSMUSG00000022974.13	Paxbp1
ENSMUSG00000085398.2	4931406G06Rik
ENSMUSG00000039851.12	4932438H23Rik
ENSMUSG00000081176.2	H3f3a-ps2
ENSMUSG00000116981.2	Gm49611
ENSMUSG00000116749.2	Gm49612
ENSMUSG00000116763.2	Gm41492
ENSMUSG00000116713.2	Gm49613
ENSMUSG00000116882.2	Gm49614
ENSMUSG00000039830.10	Olig2
ENSMUSG00000102958.2	Gm37016
ENSMUSG00000046160.7	Olig1
ENSMUSG00000085865.3	Gm15966
ENSMUSG00000120333.1	Gm36587
ENSMUSG00000065811.4	Gm24695
ENSMUSG00000022971.19	Ifnar2
ENSMUSG00000093701.9	Gm21970
ENSMUSG00000022969.14	Il10rb
ENSMUSG00000116987.3	Gm49625
ENSMUSG00000116782.2	Gm46562
ENSMUSG00000084866.4	A930006K02Rik
ENSMUSG00000116544.2	Gm49626
ENSMUSG00000022967.14	Ifnar1
ENSMUSG00000084301.2	Gm7856
ENSMUSG00000099308.3	Mir6367
ENSMUSG00000082535.2	Gm7860
ENSMUSG00000022965.9	Ifngr2
ENSMUSG00000022964.15	Tmem50b
ENSMUSG00000085337.2	Gm15964
ENSMUSG00000039763.11	Dnajc28
ENSMUSG00000022962.16	Gart
ENSMUSG00000022961.19	Son
ENSMUSG00000022960.14	Donson
ENSMUSG00000116933.2	Atp5po
ENSMUSG00000085169.3	Gm10785
ENSMUSG00000058240.15	Cryzl1
ENSMUSG00000022957.21	Itsn1
ENSMUSG00000119053.1	Gm25245
ENSMUSG00000087240.2	Gm15976
ENSMUSG00000022956.12	Atp5po
ENSMUSG00000087190.3	D430001F17Rik
ENSMUSG00002076309.1	Gm54534
ENSMUSG00000116834.2	Gm18020
ENSMUSG00000089293.4	Gm23210
ENSMUSG00000039680.11	Mrps6
ENSMUSG00000116930.2	Gm49711
ENSMUSG00000089774.3	Slc5a3
ENSMUSG00000086331.2	Gm16310
ENSMUSG00000116747.2	Gm41496
ENSMUSG00000116608.2	Gm41495
ENSMUSG00000116784.2	Gm49716
ENSMUSG00000116878.2	Gm29880
ENSMUSG00000039672.13	Kcne2
ENSMUSG00000051989.12	Smim11
ENSMUSG00000085637.3	1700048M11Rik
ENSMUSG00000051728.8	Fam243
ENSMUSG00000116967.2	Smim34
ENSMUSG00000039639.8	Kcne1
ENSMUSG00000116693.2	Gm29805
ENSMUSG00000022951.19	Rcan1
ENSMUSG00000116964.2	Gm46555
ENSMUSG00000051297.10	2410124H12Rik
ENSMUSG00000022949.10	Clic6
ENSMUSG00000116709.2	Gm49722
ENSMUSG00000022952.18	Runx1
ENSMUSG00000097139.4	Gm26626
ENSMUSG00000116805.2	Gm49723
ENSMUSG00002075263.1	Gm54553
ENSMUSG00000100277.10	1810053B23Rik
ENSMUSG00000116846.3	1810044K17Rik
ENSMUSG00000076457.3	Mir802
ENSMUSG00000099968.8	1700029J03Rik
ENSMUSG00000116595.2	Gm30695
ENSMUSG00000116576.2	Gm49725
ENSMUSG00000022948.17	Setd4
ENSMUSG00000117317.2	Gm49961
ENSMUSG00000051483.10	Cbr1
ENSMUSG00000082815.3	Gm5678
ENSMUSG00000109777.2	Gm45384
ENSMUSG00002075754.1	Gm54559
ENSMUSG00000118512.2	Gm52975
ENSMUSG00000022947.9	Cbr3
ENSMUSG00000022946.11	Dop1b
ENSMUSG00000097768.4	2310043M15Rik
ENSMUSG00000116927.2	Gm30881
ENSMUSG00000039456.12	Morc3
ENSMUSG00000022945.13	Chaf1b
ENSMUSG00000116890.2	Gm49617
ENSMUSG00000047109.14	Cldn14
ENSMUSG00000121032.1	Gm56629
ENSMUSG00000116681.2	Gm49618
ENSMUSG00000116947.3	2410003I16Rik
ENSMUSG00000116939.2	Gm49619
ENSMUSG00000116569.2	Gm49620
ENSMUSG00000062713.9	Sim2
ENSMUSG00000040820.17	Hlcs
ENSMUSG00002075382.1	Gm54583
ENSMUSG00000115325.3	Gm48979
ENSMUSG00000115246.2	Gm48984
ENSMUSG00000115044.2	Gm48978
ENSMUSG00000114993.2	Gm6363
ENSMUSG00000022941.9	Ripply3
ENSMUSG00000022940.18	Pigp
ENSMUSG00000089814.2	Gm15310
ENSMUSG00000040785.20	Ttc3
ENSMUSG00000075829.4	Gm23692
ENSMUSG00000116589.2	Gm31323
ENSMUSG00000022898.14	Vps26c
ENSMUSG00000120258.1	Gm56596
ENSMUSG00000121038.1	Gm56630
ENSMUSG00000022897.16	Dyrk1a
ENSMUSG00000081692.2	Gm15971
ENSMUSG00000116822.2	Gm41504
ENSMUSG00000116641.3	Gm41505
ENSMUSG00000120726.1	Gm56619
ENSMUSG00000043301.17	Kcnj6
ENSMUSG00002076843.1	Gm54693
ENSMUSG00000116667.2	Gm49641
ENSMUSG00000116601.2	Gm49642
ENSMUSG00000116720.2	Gm31641
ENSMUSG00000062609.15	Kcnj15
ENSMUSG00000116716.2	Gm49643
ENSMUSG00000040732.21	Erg
ENSMUSG00000120082.1	Gm56622
ENSMUSG00000022895.17	Ets2
ENSMUSG00000117167.2	Gm6599
ENSMUSG00000117232.2	1600002D24Rik
ENSMUSG00000104172.2	Gm37259
ENSMUSG00000085329.2	2810404F17Rik
ENSMUSG00000085903.2	Gm15340
ENSMUSG00000120519.1	Gm56607
ENSMUSG00000022913.17	Psmg1
ENSMUSG00000022914.18	Brwd1
ENSMUSG00000085884.2	Gm15342
ENSMUSG00002075672.1	Gm54761
ENSMUSG00000117289.2	1700093J21Rik
ENSMUSG00000117270.2	Gm49953
ENSMUSG00000040681.17	Hmgn1
ENSMUSG00000023147.18	Get1
ENSMUSG00000117129.2	Gm49928
ENSMUSG00000045275.18	Lca5l
ENSMUSG00000040666.21	Sh3bgr
ENSMUSG00000074892.10	B3galt5
ENSMUSG00000000159.17	Igsf5
ENSMUSG00000117081.2	Gm49948
ENSMUSG00000000157.17	Itgb2l
ENSMUSG00000117039.2	Gm32358
ENSMUSG00000090223.3	Pcp4
ENSMUSG00000050272.11	Dscam
ENSMUSG00000117179.2	Gm49907
ENSMUSG00000117000.2	Gm32509
ENSMUSG00000117324.2	Gm32432
ENSMUSG00000040605.8	Bace2
ENSMUSG00000116686.2	Gm49681
ENSMUSG00000000386.19	Mx1
ENSMUSG00000116929.2	2210009P08Rik
ENSMUSG00000022938.9	Fam3b
ENSMUSG00000096156.2	Gm9242
ENSMUSG00002075695.1	Gm54801
ENSMUSG00000023341.17	Mx2
ENSMUSG00000000385.9	Tmprss2
ENSMUSG00000005251.16	Ripk4
ENSMUSG00000014039.19	Prdm15
ENSMUSG00000116863.2	Gm49592
ENSMUSG00000045975.9	C2cd2
ENSMUSG00000105138.3	Mir6964
ENSMUSG00000046962.17	Zbtb21
ENSMUSG00000097874.5	C030010L15Rik
ENSMUSG00000080717.12	B230307C23Rik
ENSMUSG00000116673.2	A630089N07Rik
ENSMUSG00000116896.2	Gm49792
ENSMUSG00000068141.6	Gm10232
ENSMUSG00000089690.2	Gm16569
ENSMUSG00000044697.6	Gm5479
ENSMUSG00000088244.3	Gm25909
ENSMUSG00000023795.18	Pisd-ps2
ENSMUSG00000121378.1	ENSMUSG00000121378
ENSMUSG00000120854.1	1700024P12Rik
ENSMUSG00000116817.2	Gm5679
ENSMUSG00000121789.1	ENSMUSG00000121789
ENSMUSG00000116779.2	Gm4829
ENSMUSG00000116995.4	Gm21926
ENSMUSG00000046201.10	Scaf8
ENSMUSG00000116596.2	Gm49798
ENSMUSG00000116941.2	Gm46578
ENSMUSG00000116858.2	Gm49797
ENSMUSG00000116874.2	Gm34035
ENSMUSG00000116838.2	Gm6475
ENSMUSG00000023800.16	Tiam2
ENSMUSG00000115330.2	Gm49221
ENSMUSG00000115039.2	Gm7043
ENSMUSG00000036983.8	Tfb1m
ENSMUSG00000091530.3	Cldn20
ENSMUSG00000116852.3	1700102H20Rik
ENSMUSG00000023802.5	Nox3
ENSMUSG00000116975.2	4930470H14Rik
ENSMUSG00000116615.2	4930548J01Rik
ENSMUSG00000116767.2	4930517M08Rik
ENSMUSG00000118855.1	Gm23186
ENSMUSG00000116649.2	Gm49780
ENSMUSG00000116813.2	4930579D07Rik
ENSMUSG00000116620.2	Gm4828
ENSMUSG00000116551.2	Gm41517
ENSMUSG00000069729.15	Arid1b
ENSMUSG00000121180.1	Gm56914
ENSMUSG00000081783.3	Gm15599
ENSMUSG00000121103.1	Gm34854
ENSMUSG00000101133.2	Gm29050
ENSMUSG00000120934.1	Gm56898
ENSMUSG00000004945.16	Tmem242
ENSMUSG00000101959.2	Ldhal6b
ENSMUSG00002075241.1	Gm55021
ENSMUSG00000116691.2	Gm8363
ENSMUSG00000120361.1	Gm56889
ENSMUSG00000034265.9	Zdhhc14
ENSMUSG00000096965.9	3300005D01Rik
ENSMUSG00000120702.1	Gm56892
ENSMUSG00000068120.5	Gm10231
ENSMUSG00000097186.2	Gm26595
ENSMUSG00000096962.2	Gm26622
ENSMUSG00000002365.11	Snx9
ENSMUSG00000116734.2	Gm8376
ENSMUSG00000023805.18	Synj2
ENSMUSG00000015659.13	Serac1
ENSMUSG00000034345.15	Gtf2h5
ENSMUSG00000034377.11	Tulp4
ENSMUSG00000051639.4	Fbl-ps2
ENSMUSG00002074878.1	Gm55175
ENSMUSG00000058542.4	Gm15590
ENSMUSG00002075503.1	Gm55176
ENSMUSG00000095869.2	Ppp1r2-ps6
ENSMUSG00000038141.12	Tmem181a
ENSMUSG00000092074.3	Dynlt1a
ENSMUSG00000118494.2	Gm52994
ENSMUSG00000094843.3	Ppp1r2-ps1
ENSMUSG00000116812.2	Gm2792
ENSMUSG00000116921.2	Gm17879
ENSMUSG00000116719.2	Gm29719
ENSMUSG00000116992.2	Gm29719
ENSMUSG00000096255.3	Dynlt1b
ENSMUSG00000121395.1	ENSMUSG00000121395
ENSMUSG00000096780.9	Tmem181b-ps
ENSMUSG00000116560.2	Gm2808
ENSMUSG00000116868.2	Gm29721
ENSMUSG00000000579.15	Dynlt1c
ENSMUSG00000093880.4	Tmem181c-ps
ENSMUSG00000095677.3	Dynlt1f
ENSMUSG00000041831.18	Sytl3
ENSMUSG00000052397.9	Ezr
ENSMUSG00000116893.2	Gm49717
ENSMUSG00000120277.1	Gm2885
ENSMUSG00000116644.3	4933426B08Rik
ENSMUSG00000076218.3	Mir692-1
ENSMUSG00000099735.2	1700122H20Rik
ENSMUSG00000023806.11	Rsph3b
ENSMUSG00000116618.2	Gm49719
ENSMUSG00000052031.9	Tagap1
ENSMUSG00000094724.9	Rnaset2b
ENSMUSG00000116876.2	Gm49721
ENSMUSG00000094083.3	Gm1604b
ENSMUSG00000119398.1	Gm25119
ENSMUSG00000023809.11	Rps6ka2
ENSMUSG00000116935.2	Gpr31a
ENSMUSG00000071322.13	Tcp10a
ENSMUSG00000079722.3	Ttll2
ENSMUSG00000116672.2	Gm49630
ENSMUSG00000056133.6	Unc93a2
ENSMUSG00002076013.1	Gm26057
ENSMUSG00000116702.2	Gm6553
ENSMUSG00000116585.2	Gm33086
ENSMUSG00000116955.2	Gm49632
ENSMUSG00002075599.1	Gm55226
ENSMUSG00000071984.13	Fndc1
ENSMUSG00000090069.4	E430024P14Rik
ENSMUSG00000033450.9	Tagap
ENSMUSG00000073471.4	Rsph3a
ENSMUSG00000116760.2	Gm1604a
ENSMUSG00000116988.2	Gm49673
ENSMUSG00000118778.1	Gm22416
ENSMUSG00000095687.3	Rnaset2a
ENSMUSG00000069135.12	Cep43
ENSMUSG00000040899.15	Ccr6
ENSMUSG00000120679.1	Gm33799
ENSMUSG00000023861.19	Mpc1
ENSMUSG00000087478.3	4930506C21Rik
ENSMUSG00000073468.13	Sft2d1
ENSMUSG00000117569.2	Gm49987
ENSMUSG00000055945.9	Prr18
ENSMUSG00000058159.15	T2
ENSMUSG00000116860.2	Gm46593
ENSMUSG00000116704.2	Gm5491
ENSMUSG00000062327.11	T
ENSMUSG00000023868.18	Pde10a
ENSMUSG00000084390.2	Gm15425
ENSMUSG00000099104.3	Gm17087
ENSMUSG00000083386.2	Gm15426
ENSMUSG00000023873.14	1700010I14Rik
ENSMUSG00000117205.2	Rps18-ps7
ENSMUSG00000097049.2	6530411M01Rik
ENSMUSG00000117026.2	C87487
ENSMUSG00000117133.2	Gm49806
ENSMUSG00000097958.2	Gm8492
ENSMUSG00000117015.2	Gm7947
ENSMUSG00000101935.2	Gm17748
ENSMUSG00000072968.5	Gm17728
ENSMUSG00000117143.2	Gm49807
ENSMUSG00000046173.4	Pabpc6
ENSMUSG00000117341.2	Gm34684
ENSMUSG00000117264.2	4930452A19Rik
ENSMUSG00000117290.2	Gm34883
ENSMUSG00000117110.2	Gm49808
ENSMUSG00000117227.2	Gm34799
ENSMUSG00000117206.2	Gm49809
ENSMUSG00000062078.16	Qki
ENSMUSG00000099384.8	1700110C19Rik
ENSMUSG00000037196.7	Pacrg
ENSMUSG00000089633.4	A230009B12Rik
ENSMUSG00000089941.2	Gm16168
ENSMUSG00000089907.3	Gm16169
ENSMUSG00000023826.18	Prkn
ENSMUSG00000099797.2	Gm3145
ENSMUSG00000100402.2	Gm28505
ENSMUSG00000103324.2	Gm37402
ENSMUSG00000104527.2	Gm37332
ENSMUSG00000099618.2	Gm28118
ENSMUSG00000104466.2	Gm10513
ENSMUSG00000023827.9	Agpat4
ENSMUSG00000063911.5	Tdgf1-ps2
ENSMUSG00000014426.10	Map3k4
ENSMUSG00000117325.2	Gm49962
ENSMUSG00000077476.3	Gm24794
ENSMUSG00000097350.4	4732491K20Rik
ENSMUSG00000117337.2	Gm49964
ENSMUSG00000117197.2	Gm6618
ENSMUSG00000059481.6	Plg
ENSMUSG00000023828.4	Slc22a3
ENSMUSG00000117314.3	C030013G03Rik
ENSMUSG00000040966.11	Slc22a2
ENSMUSG00000023829.10	Slc22a1
ENSMUSG00000023830.15	Igf2r
ENSMUSG00000078247.7	Airn
ENSMUSG00002075070.1	Gm55415
ENSMUSG00000117030.2	Gm49959
ENSMUSG00000117061.2	Gm49958
ENSMUSG00000089769.2	Gm16574
ENSMUSG00000089817.2	Gm7162
ENSMUSG00000068037.12	Mas1
ENSMUSG00002075627.1	Gm55416
ENSMUSG00000059408.4	Mrgprh
ENSMUSG00000073460.6	Pnldc1
ENSMUSG00000117072.2	Gm49926
ENSMUSG00000057388.10	Mrpl18
ENSMUSG00000068039.14	Tcp1
ENSMUSG00000065105.3	Gm26130
ENSMUSG00000064637.3	Snora20
ENSMUSG00000062480.13	Acat3
ENSMUSG00000023832.15	Acat2
ENSMUSG00000089695.3	Gm15946
ENSMUSG00000060475.14	Wtap
ENSMUSG00000006818.6	Sod2
ENSMUSG00000071311.3	Gpr31b
ENSMUSG00000055602.18	Tcp10b
ENSMUSG00000117147.2	Gm11166
ENSMUSG00000067049.9	Unc93a
ENSMUSG00002075806.1	Gm23050
ENSMUSG00000117282.2	Gm49898
ENSMUSG00000117051.2	Gm10512
ENSMUSG00000073458.3	Smok2a
ENSMUSG00000073457.5	Smok2b
ENSMUSG00000119115.1	Gm26500
ENSMUSG00000117278.2	Gm36684
ENSMUSG00000121828.1	ENSMUSG00000121828
ENSMUSG00000117239.3	Gpr31c
ENSMUSG00000052469.10	Tcp10c
ENSMUSG00000117218.2	Gm19283
ENSMUSG00000117092.2	Gm49934
ENSMUSG00000101639.2	Gm8597
ENSMUSG00002075210.1	Gm25730
ENSMUSG00000119272.1	Rnu6
ENSMUSG00000117042.2	2700054A10Rik
ENSMUSG00000117063.2	Gm49936
ENSMUSG00000090211.4	Gm16050
ENSMUSG00000060417.7	Gm8603
ENSMUSG00000121414.1	Smok4a
ENSMUSG00000079711.6	Smok4a
ENSMUSG00000119586.1	Gm26375
ENSMUSG00000077349.4	Gm24867
ENSMUSG00000085705.2	Gm16046
ENSMUSG00000038347.16	Tcte2
ENSMUSG00000068036.17	Afdn
ENSMUSG00000089883.2	Gm3355
ENSMUSG00000115221.2	Gm49121
ENSMUSG00000067941.6	Gm7168
ENSMUSG00000101307.3	Gm7356
ENSMUSG00000101361.3	Gm7358
ENSMUSG00000099476.2	4930488N24Rik
ENSMUSG00000117280.2	Gm49903
ENSMUSG00000120609.1	Gm34426
ENSMUSG00000048826.8	Dact2
ENSMUSG00000117185.2	Gm34510
ENSMUSG00000117254.3	Gm34567
ENSMUSG00000023886.11	Smoc2
ENSMUSG00000117328.2	4930474M22Rik
ENSMUSG00000116688.3	Gm49720
ENSMUSG00000116801.2	Gm38551
ENSMUSG00000023885.10	Thbs2
ENSMUSG00000079311.2	Gm3222
ENSMUSG00000089053.3	Gm23352
ENSMUSG00000046991.13	Wdr27
ENSMUSG00000092577.2	Gm7393
ENSMUSG00000050088.10	1600012H06Rik
ENSMUSG00000023883.14	Phf10
ENSMUSG00000116780.2	Dynlt2a3
ENSMUSG00000116953.2	Ermardl2
ENSMUSG00000079710.12	Dynlt2a2
ENSMUSG00000116895.2	Ermardl1
ENSMUSG00000079707.11	Dynlt2a1
ENSMUSG00000036552.20	Ermard
ENSMUSG00000116655.2	Gm35455
ENSMUSG00000097624.4	Gm5091
ENSMUSG00000116851.2	Gm35576
ENSMUSG00000116647.2	Gm7423
ENSMUSG00000014773.14	Dll1
ENSMUSG00000014763.9	Fam120b
ENSMUSG00000116718.3	Gm49668
ENSMUSG00000116985.2	Gm49669
ENSMUSG00000014769.11	Psmb1
ENSMUSG00000014767.18	Tbp
ENSMUSG00000014771.14	Pdcd2
ENSMUSG00000116949.2	Gm7177
ENSMUSG00000051977.17	Prdm9
ENSMUSG00000116950.2	Gm18564
ENSMUSG00000095920.3	Gm6686
ENSMUSG00000116940.2	Gm7450
ENSMUSG00000116550.2	Gm3507
ENSMUSG00000116924.2	4933401D09Rik
ENSMUSG00000120176.1	Gm56911
ENSMUSG00000023852.15	Chd1
ENSMUSG00000048027.10	Rgmb
ENSMUSG00000116934.2	Gm3292
ENSMUSG00000119921.1	Gm25598
ENSMUSG00000116545.2	Eif3s6-ps3
ENSMUSG00000116899.2	Gm49777
ENSMUSG00000116839.2	Gm49778
ENSMUSG00000116614.2	Gm46610
ENSMUSG00000116757.2	Gm4786
ENSMUSG00000116864.2	Gm3320
ENSMUSG00000116944.2	Gm7477
ENSMUSG00000116804.2	Gm5223
ENSMUSG00000116958.2	Gm6705
ENSMUSG00000116623.2	Gm49775
ENSMUSG00000116621.2	Gm7483
ENSMUSG00000060149.9	BC002059
ENSMUSG00000120995.1	Gm51425
ENSMUSG00000096696.2	Zfp960
ENSMUSG00000095990.2	Zfp97
ENSMUSG00000116802.3	Gm5165
ENSMUSG00000072761.13	Gm6712
ENSMUSG00000116590.2	Gm53028
ENSMUSG00000043801.8	Oaz1-ps
ENSMUSG00000116564.2	Riok2
ENSMUSG00000097379.3	Gm26873
ENSMUSG00000047786.13	Lix1
ENSMUSG00000116532.2	Gm5232
ENSMUSG00000023845.8	Lnpep
ENSMUSG00000116796.2	Gm49784
ENSMUSG00000116818.2	Gm7513
ENSMUSG00000116892.2	Gm49787
ENSMUSG00000092120.3	Vmn2r90
ENSMUSG00002076262.1	Gm55578
ENSMUSG00000080316.12	Spaca6
ENSMUSG00000065396.3	Mir99b
ENSMUSG00002075603.1	Gm55583
ENSMUSG00000105758.3	Mirlet7e
ENSMUSG00000065479.4	Mir125a
ENSMUSG00000003665.8	Has1
ENSMUSG00000045551.8	Fpr1
ENSMUSG00000052270.8	Fpr2
ENSMUSG00000079700.8	Fpr3
ENSMUSG00000116634.2	Gm7531
ENSMUSG00000090957.3	Gm7535
ENSMUSG00000116661.2	Gm5966
ENSMUSG00000116963.2	Gm5966
ENSMUSG00000116932.2	Fpr-rs5
ENSMUSG00000048062.5	Fpr-rs4
ENSMUSG00000094396.4	Vmn2r124
ENSMUSG00000091206.4	Vmn2r91
ENSMUSG00000091350.4	Vmn2r92
ENSMUSG00000090417.5	Vmn2r94
ENSMUSG00000079698.8	Vmn2r93
ENSMUSG00000091631.3	Vmn2r95
ENSMUSG00000117305.2	Gm49963
ENSMUSG00000093775.3	Vmn2r-ps114
ENSMUSG00000091679.10	Vmn2r96
ENSMUSG00000116837.3	Vmn2r-ps115
ENSMUSG00000093602.3	Vmn2r-ps116
ENSMUSG00000093531.4	Vmn2r-ps117
ENSMUSG00000091491.4	Vmn2r97
ENSMUSG00000093607.2	Vmn2r-ps118
ENSMUSG00000096717.3	Vmn2r98
ENSMUSG00000093533.4	Vmn2r127
ENSMUSG00000116587.2	Gm49753
ENSMUSG00000116670.2	Gm49752
ENSMUSG00000093776.2	Vmn2r-ps120
ENSMUSG00000090304.5	Vmn2r99
ENSMUSG00000116984.2	4930549P19Rik
ENSMUSG00000093627.3	Vmn2r-ps121
ENSMUSG00000091859.3	Vmn2r100
ENSMUSG00000094892.3	Vmn2r101
ENSMUSG00000095961.3	Vmn2r102
ENSMUSG00000093592.2	Vmn2r-ps122
ENSMUSG00000091771.2	Vmn2r103
ENSMUSG00000093426.2	Vmn2r-ps123
ENSMUSG00000093642.2	Vmn2r-ps124
ENSMUSG00000093711.2	Vmn2r-ps125
ENSMUSG00000090315.3	Vmn2r104
ENSMUSG00000117099.2	Gm3547
ENSMUSG00000093401.3	Vmn2r-ps126
ENSMUSG00000071276.2	Fpr-rs7
ENSMUSG00000117169.3	Vmn1r-ps139
ENSMUSG00000071275.2	Fpr-rs6
ENSMUSG00000121469.1	ENSMUSG00000121469
ENSMUSG00000117068.4	Vmn1r-ps140
ENSMUSG00000091670.4	Vmn2r105
ENSMUSG00000091656.4	Vmn2r106
ENSMUSG00000093469.2	Vmn2r-ps127
ENSMUSG00000056910.6	Vmn2r107
ENSMUSG00000117018.2	Gm7217
ENSMUSG00000093729.2	Vmn1r-ps141
ENSMUSG00000091151.3	Vmn1r224
ENSMUSG00000093705.2	Vmn1r-ps142
ENSMUSG00000093454.2	Vmn1r-ps143
ENSMUSG00000091805.3	Vmn2r108
ENSMUSG00000043537.3	Vmn1r225
ENSMUSG00000090572.3	Vmn2r109
ENSMUSG00000091259.3	Vmn2r110
ENSMUSG00000071273.5	Gm5145
ENSMUSG00000060701.2	Fpr-rs3
ENSMUSG00000117295.2	Gm5492
ENSMUSG00000042848.5	Vmn1r226
ENSMUSG00000067951.6	Vmn1r227
ENSMUSG00000060245.6	Vmn1r228
ENSMUSG00000117148.2	Vmn1r229
ENSMUSG00000045417.3	Vmn1r230
ENSMUSG00000050933.5	Vmn1r231
ENSMUSG00000116974.2	Gm49761
ENSMUSG00000062165.4	Vmn1r232
ENSMUSG00000121426.1	ENSMUSG00000121426
ENSMUSG00000067949.7	Vmn1r-ps144
ENSMUSG00000007564.16	Ppp2r1a
ENSMUSG00000093429.2	Vmn1r-ps145
ENSMUSG00000045575.3	Vmn1r233
ENSMUSG00000067942.7	Zfp160
ENSMUSG00000101511.2	Gm5681
ENSMUSG00000093453.2	Vmn1r-ps146
ENSMUSG00000102080.3	Gm5092
ENSMUSG00000091550.2	Gm6811
ENSMUSG00000096857.2	Gm7732
ENSMUSG00000094582.2	Gm7736
ENSMUSG00000100191.2	Gm7740
ENSMUSG00000095963.2	Gm7742
ENSMUSG00000093788.3	Vmn1r-ps147
ENSMUSG00000057203.4	Vmn1r234
ENSMUSG00000093648.2	Vmn1r-ps148
ENSMUSG00000050102.7	Vmn1r235
ENSMUSG00000093449.2	Vmn1r-ps149
ENSMUSG00000054142.6	Vmn1r236
ENSMUSG00002075486.1	Gm55632
ENSMUSG00000058030.6	Vmn1r237
ENSMUSG00000079693.4	Vmn1r-ps150
ENSMUSG00000116768.2	Gm18269
ENSMUSG00000062743.10	Zfp677
ENSMUSG00000116633.2	Gm18519
ENSMUSG00000116771.2	Gm49691
ENSMUSG00000023882.16	Zfp54
ENSMUSG00000023892.9	Zfp51
ENSMUSG00000121093.1	Gm56906
ENSMUSG00000057409.8	Zfp53
ENSMUSG00000121743.1	ENSMUSG00000121743
ENSMUSG00000097781.2	9330136K24Rik
ENSMUSG00000117037.3	Gm50433
ENSMUSG00000051341.7	Zfp52
ENSMUSG00000067931.7	Zfp948
ENSMUSG00000117209.2	Gm49954
ENSMUSG00000121815.1	ENSMUSG00000121815
ENSMUSG00000117070.3	Gm41541
ENSMUSG00000117013.3	Gm30531
ENSMUSG00000035868.10	Zfp983
ENSMUSG00000073448.5	Gm10509
ENSMUSG00000121586.1	ENSMUSG00000121586
ENSMUSG00000067928.7	Zfp760
ENSMUSG00000061544.14	Zfp229
ENSMUSG00000117056.2	Gm18270
ENSMUSG00000069743.6	Zfp820
ENSMUSG00000078546.9	Zfp995
ENSMUSG00000117049.2	Gm6540
ENSMUSG00000071267.12	Zfp942
ENSMUSG00000053347.16	Zfp943
ENSMUSG00000086004.2	Gm7805
ENSMUSG00000099397.2	Gm7809
ENSMUSG00000117025.2	Gm49950
ENSMUSG00000040775.7	Gm9772
ENSMUSG00000092147.2	Gm7052
ENSMUSG00000117234.2	Gm7818
ENSMUSG00000063383.6	Zfp947
ENSMUSG00000117252.2	Gm9514
ENSMUSG00000096433.3	Zfp994
ENSMUSG00000117284.2	Gm7072
ENSMUSG00000117164.2	Gm49951
ENSMUSG00000033972.10	Zfp944
ENSMUSG00000044501.18	Zfp758
ENSMUSG00000071266.14	Zfp946
ENSMUSG00000117058.2	Gm49955
ENSMUSG00000117094.2	Gm49956
ENSMUSG00000117259.2	Gm19012
ENSMUSG00000095093.3	Vmn2r111
ENSMUSG00000094921.3	Vmn2r112
ENSMUSG00000117055.3	Gm9805
ENSMUSG00000117183.2	Gm20008
ENSMUSG00000098210.2	Gm5224
ENSMUSG00000120597.1	Gm56890
ENSMUSG00000098164.3	Gm5493
ENSMUSG00000117333.2	Gm16386
ENSMUSG00000059142.17	Zfp945
ENSMUSG00000117002.2	Gm32892
ENSMUSG00000117141.2	Gm18214
ENSMUSG00000090355.4	Vmn2r-ps128
ENSMUSG00000092111.3	Vmn2r113
ENSMUSG00000094752.2	Vmn2r-ps129
ENSMUSG00000093433.2	Gm18415
ENSMUSG00000093564.2	Gm18396
ENSMUSG00000095658.3	Vmn2r130
ENSMUSG00000093703.2	Gm18397
ENSMUSG00000093685.2	Gm18416
ENSMUSG00000096429.2	Vmn2r-ps131
ENSMUSG00000093714.2	Vmn2r-ps132
ENSMUSG00000002617.15	Zfp40
ENSMUSG00000093493.2	Vmn2r-ps133
ENSMUSG00000091945.3	Vmn2r114
ENSMUSG00000091076.3	Vmn2r115
ENSMUSG00000090966.3	Vmn2r116
ENSMUSG00000117159.2	Gm49952
ENSMUSG00000096270.2	Vmn2r-ps134
ENSMUSG00000091407.3	Vmn2r117
ENSMUSG00000109027.2	Or14c47-ps1
ENSMUSG00000117154.2	Gm7898
ENSMUSG00000117322.2	6330415G19Rik
ENSMUSG00000067882.16	Casp16
ENSMUSG00000071256.5	Zfp213
ENSMUSG00000115842.2	Gm49092
ENSMUSG00000062012.15	Zfp13
ENSMUSG00000023902.19	Zscan10
ENSMUSG00000117059.2	Gm7912
ENSMUSG00000023903.9	Mmp25
ENSMUSG00000117108.2	Gm49935
ENSMUSG00000117258.2	Gm7773
ENSMUSG00000043782.10	Bicdl2
ENSMUSG00000041319.15	Thoc6
ENSMUSG00000023904.11	Hcfc1r1
ENSMUSG00000023905.16	Tnfrsf12a
